Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202512,106073,Kiewit Infrastructure Engineers,3.4.8.1,"Suyash",0.000000,0.000000,9150.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.8.1.1,"Mobilization",0.000000,,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.8.1.2,"CCTV Inspection (6"" to 60"" pipe sizes)",,0.000000,9150.000000,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.8.1.3,"Maintenance of Traffic (MOT)",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.8.1.4,"Jetter Truck Daily Rate (8 hrs)",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4,"Financial Results Exclusions",,0.000000,0.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.1,"Mercado (DBE)",,,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.1.1,"Approaches - 70% BCC IFE Design Plans",,,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.10,"Financial Results Exclusions",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.11,"DNU",,0.000000,0.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.12,"DBE JOR Line Item (MH)",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.13,"Utility Adjustments/Relocations shown on",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.14,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.14.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.14.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.15,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.15.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.15.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.16,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.16.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.16.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.17,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.17.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.17.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.18,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.18.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.18.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.19,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.19.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.19.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.2,"TSCD - Pre-Con",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.2.1,"24-227-TSCD Engineering (KIE) - PRECON",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.20,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.20.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.20.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.21,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.21.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.21.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.22,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.22.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.22.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.23,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.23.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.23.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.24,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.24.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.24.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.25,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.25.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.25.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.26,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.26.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.26.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.27,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.27.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.27.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.28,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.28.1,"ESDC - Construction RFI's",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.28.2,"ESDC - Shop Drawings",,,,,,
202512,106073,Kiewit Infrastructure Engineers,4.29,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.3,"WO16.1 - 50% Continued Design Developmen",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.30,"ESDC",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.31,"NEPA Re-Evaluation Documentation",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.32,"Coordination and Meetings (i.e., agency,",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4,"Base Design",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.1,"Expenses",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.1.1,"WO#3 - Expenses",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.2,"Design Engineering Contingency/Managemen",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3,"Design Engineering Directs",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.1,"Design Engineering - Mechanical",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.10,"Design Engineering - Consultants",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.11,"Design Engineering - Instrumentation and",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.2,"Design Engineering - Piping",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.3,"Design Engineering - Process",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.4,"Design Engineering - Process Safety",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.5,"Design Engineering - Environmental",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.6,"Design Engineering - Geotechnical",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.7,"Design Engineering - Buildings",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.8,"Design Engineering - KPD",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.4.3.9,"Design Engineering - KIWE",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.5,"Maintenance Manhour ST&S",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.6,"Maintain Equipment Temporary Holding",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.7,"Equipment Cost Under/Over Allocation",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.8,"Auto Excepted Cost",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,4.9,"DNU",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,999999,"undefined wbs",,,,,,
202601,106073,Kiewit Infrastructure Engineers,,"KIE-Francis Scott Key Bridge Replacement",42395170.850000,18021772.830000,56092241.950000,42433792.110000,0.000000,17248456.455725521574
202601,106073,Kiewit Infrastructure Engineers,1,"Financial Results Analysis",42395170.850000,1580290.340000,39183106.810000,41938527.220000,0.000000,-247629.532288795635
202601,106073,Kiewit Infrastructure Engineers,1.1,"Pre-Construction Phase",33688476.440000,1580290.340000,31199443.560000,33073234.770000,0.000000,-231853.512657925651
202601,106073,Kiewit Infrastructure Engineers,1.1.1,"Precon Expenses",813000.000000,23694.840000,807550.240000,813000.000000,0.000000,332461.333333333333
202601,106073,Kiewit Infrastructure Engineers,1.1.1.1,"Preconstruction Phase Expenses - KIE",813000.000000,10565.090000,526154.770000,544734.280000,0.000000,201584.542695035461
202601,106073,Kiewit Infrastructure Engineers,1.1.1.2,"N&W Expenses",0.000000,0.000000,2952.740000,2952.740000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.1.3,"RWDI Hurricane Data Expense",0.000000,0.000000,4025.000000,4025.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.1.4,"Systra/IBT Expenses",0.000000,0.000000,5024.230000,5024.230000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.1.5,"GZA Expenses",0.000000,13129.750000,269393.500000,256263.750000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.10,"WO#13 - Marine Geotechnical Borings",844740.300000,0.000000,625653.550000,625653.550000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.10.1,"KIE",72113.200000,0.000000,72113.200000,72113.200000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.10.1.1,"KIE - WO#13 - Marine Geotechnical Boring",72113.200000,0.000000,72113.200000,72113.200000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.10.2,"GZA",772627.100000,0.000000,553540.350000,553540.350000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.10.2.1,"GZA - WO#13 - Marine Geotechnical Boring",772627.100000,0.000000,553540.350000,553540.350000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.11,"WO#14 - Land Geotechnical Borings",453881.490000,0.000000,439918.110000,439918.110000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.11.1,"KIE",38829.120000,0.000000,38829.120000,38829.120000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.11.1.1,"KIE - WO#14 - Land Geotechnical Borings",38829.120000,0.000000,38829.120000,38829.120000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.11.2,"GZA",415052.370000,0.000000,401088.990000,401088.990000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.11.2.1,"GZA - WO#14 Land Geotechnical Borings",415052.370000,0.000000,401088.990000,401088.990000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12,"WO#16 - 50% Design",21522029.780000,1393727.270000,18968744.340000,19492885.160000,0.000000,414387.552007598218
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1,"WO#16.0",7812871.310000,0.000000,4681840.180000,4680097.840000,0.000000,23435.033613103634
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1,"Kiewit Engineering",2053859.440000,0.000000,2295627.560000,2295627.560000,0.000000,6787.519654822416
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.1,"Estimating Technical Reviews",2545.890000,0.000000,2545.890000,2545.890000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.1.1,"Technical Risk Assessment Final Report /",2545.890000,0.000000,2545.890000,2545.890000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.1.2,"Design Confidence Matrix / Design Quanti",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.10,"Utilities",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.10.1,"Utility Adjustments/Relocations on 50% D",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.2,"Roadway",172782.340000,0.000000,191892.050000,191892.050000,0.000000,2922.213959390863
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.2.1,"50-Percent BCC IFE Roadway & Drainage De",172782.340000,0.000000,191892.050000,191892.050000,0.000000,2922.213959390863
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.3,"Pavement",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.3.1,"Final Pavement Investigation Planning Re",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4,"Environmental",110322.710000,0.000000,110322.710000,110322.710000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.1,"Environmental Compliance Plan (including",14774.230000,0.000000,14774.230000,14774.230000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.10,"Tidal In-Water Construction Plan (TIWC P",475.630000,0.000000,475.630000,475.630000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.11,"Subaqueous Blasting Plan (Rebuild)",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.12,"Water Quality Monitoring Plan (Rebuild)",237.800000,0.000000,237.800000,237.800000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.13,"NEPA Re-Evaluation Documentation",43005.910000,0.000000,43005.910000,43005.910000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.14,"Coordination and Meetings (i.e., agency,",31153.680000,0.000000,31153.680000,31153.680000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.15,"Task Force Meetings",14574.270000,0.000000,14574.270000,14574.270000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.2,"Storm Water Pollution Prevention Plan",1738.690000,0.000000,1738.690000,1738.690000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.3,"Trestle Severe Weather Plan/ Severe Weat",237.800000,0.000000,237.800000,237.800000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.4,"Underwater Noise Monitoring Plan",237.800000,0.000000,237.800000,237.800000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.5,"Water Quality Monitoring Plan (Early Wor",1734.040000,0.000000,1734.040000,1734.040000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.6,"Early Work & Demolition Permit Modificat",1358.640000,0.000000,1358.640000,1358.640000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.7,"Doplhin No-Take Rationale Letter",794.220000,0.000000,794.220000,794.220000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.8,"Environmental Notices to Commence Work &",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.4.9,"Rebuild Permit Modification 2",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5,"Structural",1278278.740000,0.000000,1414931.370000,1414931.370000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.1,"50-Percent BCC IFE Design Plans - Main S",363042.990000,0.000000,422722.830000,422722.830000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.10,"50-Percent BCC IFE Design Plans - Sign &",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.11,"Final Climatology and Wind Report (R-02)",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.12,"Final Ship Collision Risk Assesment Repo",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.13,"Final Service Life & Corrosion Protectio",30142.170000,0.000000,95866.380000,95866.380000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.14,"Life-Cycle Cost Analysis (LCCA) (STR-013",2508.430000,0.000000,11873.150000,11873.150000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.2,"Draft Erection Procedure Report (STR-001",3063.540000,0.000000,3326.150000,3326.150000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.3,"Draft Redundancy Report (R-25)",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.4,"50-Percent BCC IFE Design Plans - Approa",874758.810000,0.000000,876117.450000,876117.450000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.5,"50 Percent BCC IFE Design Plans - Approa",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.6,"50-Percent BCC IFE Design Plans - Pier P",4762.800000,0.000000,5025.410000,5025.410000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.7,"Pier Protection Basis of Design Report (",0.000000,,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.8,"Draft Final Pier Protection Design Repor",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.5.9,"50-Percent BCC IFE Design Plans - Retain",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.6,"Geotechnical",75335.960000,0.000000,89945.700000,89945.700000,0.000000,4334.237276474066
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.6.1,"Geotechnical Design Reports (R-39 thru R",54114.620000,0.000000,66145.550000,66145.550000,0.000000,4522.772649572650
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.6.2,"Foundation Testing Reports (R-45 thru R5",10911.690000,0.000000,10911.690000,10911.690000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.6.3,"Geotechnical Data Reports (1 main span/1",10309.650000,0.000000,12888.460000,12888.460000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.6.4,"Geotechnical Baseline Reports (1 land/1",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7,"Drainage",18441.270000,0.000000,18441.270000,18441.270000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7.1,"50-Percent BCC IFE Design Plans - Draina",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7.2,"Storm Drain Design Report (CIV-003)",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7.3,"Stormwater Management Plan & Details (CI",18441.270000,0.000000,18441.270000,18441.270000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7.4,"Erosion & Sediment Control Notes, Plans,",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.7.5,"50-Percent Design Plans – Temporary Drai",0.000000,0.000000,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.8,"Electrical & Communication Systems",222472.040000,0.000000,233405.040000,233405.040000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.8.1,"50-Percent BCC IFE Design Plans – Electr",222472.040000,0.000000,233405.040000,233405.040000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.9,"TSCD",173680.490000,0.000000,234143.530000,234143.530000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.9.1,"24-227-WO16-General-TSCD",40712.270000,0.000000,46482.150000,46482.150000,0.000000,0E-12
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.9.2,"24-227-WO16-Civil/Roadway-TSCD",0.000000,,,0.000000,0.000000,
202601,106073,Kiewit Infrastructure Engineers,1.1.12.1.1.9.3,"24-227-WO16-LandApproachStructures-TSCD",3118.130000,0.000000,3512.090000,3512.090000,0.000000,0E-12
